loss,nb_trees,nb_features,test_score
gini,34.0,9.0,0.647186147186
gini,34.0,10.0,0.638528138528
gini,35.0,1.0,0.601731601732
gini,35.0,2.0,0.62987012987
gini,35.0,3.0,0.65367965368
gini,35.0,4.0,0.647186147186
gini,35.0,5.0,0.645021645022
gini,35.0,6.0,0.642857142857
gini,35.0,7.0,0.642857142857
gini,35.0,8.0,0.638528138528
gini,35.0,9.0,0.647186147186
gini,35.0,10.0,0.664502164502
gini,36.0,1.0,0.636363636364
gini,36.0,2.0,0.645021645022
gini,36.0,3.0,0.642857142857
gini,36.0,4.0,0.647186147186
gini,36.0,5.0,0.649350649351
gini,36.0,6.0,0.655844155844
gini,36.0,7.0,0.65367965368
gini,36.0,8.0,0.670995670996
gini,36.0,9.0,0.670995670996
gini,36.0,10.0,0.649350649351
gini,37.0,1.0,0.634199134199
gini,37.0,2.0,0.660173160173
gini,37.0,3.0,0.642857142857
gini,37.0,4.0,0.670995670996
gini,37.0,5.0,0.651515151515
gini,37.0,6.0,0.670995670996
gini,37.0,7.0,0.649350649351
gini,37.0,8.0,0.619047619048
gini,37.0,9.0,0.642857142857
gini,37.0,10.0,0.638528138528
gini,38.0,1.0,0.642857142857
gini,38.0,2.0,0.662337662338
gini,38.0,3.0,0.655844155844
gini,38.0,4.0,0.627705627706
gini,38.0,5.0,0.651515151515
gini,38.0,6.0,0.662337662338
gini,38.0,7.0,0.662337662338
gini,38.0,8.0,0.649350649351
gini,38.0,9.0,0.645021645022
gini,38.0,10.0,0.651515151515
gini,39.0,1.0,0.634199134199
gini,39.0,2.0,0.638528138528
gini,39.0,3.0,0.649350649351
gini,39.0,4.0,0.664502164502
gini,39.0,5.0,0.660173160173
gini,39.0,6.0,0.660173160173
gini,39.0,7.0,0.647186147186
gini,39.0,8.0,0.649350649351
gini,39.0,9.0,0.668831168831
gini,39.0,10.0,0.647186147186
gini,40.0,1.0,0.640692640693
gini,40.0,2.0,0.660173160173
gini,40.0,3.0,0.634199134199
gini,40.0,4.0,0.632034632035
gini,40.0,5.0,0.651515151515
gini,40.0,6.0,0.651515151515
gini,40.0,7.0,0.647186147186
gini,40.0,8.0,0.634199134199
gini,40.0,9.0,0.658008658009
gini,40.0,10.0,0.640692640693
gini,41.0,1.0,0.61038961039
gini,41.0,2.0,0.642857142857
gini,41.0,3.0,0.645021645022
gini,41.0,4.0,0.647186147186
gini,41.0,5.0,0.636363636364
gini,41.0,6.0,0.664502164502
gini,41.0,7.0,0.649350649351
gini,41.0,8.0,0.627705627706
gini,41.0,9.0,0.649350649351
gini,41.0,10.0,0.655844155844
gini,42.0,1.0,0.62987012987
gini,42.0,2.0,0.662337662338
gini,42.0,3.0,0.645021645022
gini,42.0,4.0,0.655844155844
gini,42.0,5.0,0.662337662338
gini,42.0,6.0,0.662337662338
gini,42.0,7.0,0.662337662338
gini,42.0,8.0,0.649350649351
gini,42.0,9.0,0.649350649351
gini,42.0,10.0,0.658008658009
gini,43.0,1.0,0.647186147186
gini,43.0,2.0,0.690476190476
gini,43.0,3.0,0.65367965368
gini,43.0,4.0,0.65367965368
gini,43.0,5.0,0.647186147186
gini,43.0,6.0,0.649350649351
gini,43.0,7.0,0.642857142857
gini,43.0,8.0,0.65367965368
gini,43.0,9.0,0.655844155844
gini,43.0,10.0,0.640692640693
gini,44.0,1.0,0.642857142857
gini,44.0,2.0,0.645021645022
gini,44.0,3.0,0.647186147186
gini,44.0,4.0,0.655844155844
gini,44.0,5.0,0.642857142857
gini,44.0,6.0,0.642857142857
gini,44.0,7.0,0.647186147186
gini,44.0,8.0,0.658008658009
gini,44.0,9.0,0.660173160173
gini,44.0,10.0,0.662337662338
gini,45.0,1.0,0.638528138528
gini,45.0,2.0,0.647186147186
gini,45.0,3.0,0.651515151515
gini,45.0,4.0,0.662337662338
gini,45.0,5.0,0.658008658009
gini,45.0,6.0,0.65367965368
gini,45.0,7.0,0.647186147186
gini,45.0,8.0,0.638528138528
gini,45.0,9.0,0.638528138528
gini,45.0,10.0,0.647186147186
gini,46.0,1.0,0.634199134199
gini,46.0,2.0,0.65367965368
gini,46.0,3.0,0.655844155844
gini,46.0,4.0,0.655844155844
gini,46.0,5.0,0.662337662338
gini,46.0,6.0,0.636363636364
gini,46.0,7.0,0.658008658009
gini,46.0,8.0,0.649350649351
gini,46.0,9.0,0.640692640693
gini,46.0,10.0,0.647186147186
gini,47.0,1.0,0.647186147186
gini,47.0,2.0,0.655844155844
gini,47.0,3.0,0.668831168831
gini,47.0,4.0,0.642857142857
gini,47.0,5.0,0.638528138528
gini,47.0,6.0,0.649350649351
gini,47.0,7.0,0.632034632035
gini,47.0,8.0,0.645021645022
gini,47.0,9.0,0.65367965368
gini,47.0,10.0,0.638528138528
gini,48.0,1.0,0.645021645022
gini,48.0,2.0,0.651515151515
gini,48.0,3.0,0.65367965368
gini,48.0,4.0,0.65367965368
gini,48.0,5.0,0.658008658009
gini,48.0,6.0,0.660173160173
gini,48.0,7.0,0.638528138528
gini,48.0,8.0,0.65367965368
gini,48.0,9.0,0.645021645022
gini,48.0,10.0,0.647186147186
gini,49.0,1.0,0.647186147186
gini,49.0,2.0,0.670995670996
gini,49.0,3.0,0.658008658009
gini,49.0,4.0,0.636363636364
gini,49.0,5.0,0.664502164502
gini,49.0,6.0,0.658008658009
gini,49.0,7.0,0.623376623377
gini,49.0,8.0,0.62987012987
gini,49.0,9.0,0.668831168831
gini,49.0,10.0,0.65367965368
gini,50.0,1.0,0.664502164502
gini,50.0,2.0,0.638528138528
gini,50.0,3.0,0.662337662338
gini,50.0,4.0,0.660173160173
gini,50.0,5.0,0.662337662338
gini,50.0,6.0,0.664502164502
gini,50.0,7.0,0.640692640693
gini,50.0,8.0,0.660173160173
gini,50.0,9.0,0.647186147186
gini,50.0,10.0,0.658008658009
gini,51.0,1.0,0.634199134199
gini,51.0,2.0,0.640692640693
gini,51.0,3.0,0.655844155844
gini,51.0,4.0,0.651515151515
gini,51.0,5.0,0.655844155844
gini,51.0,6.0,0.651515151515
gini,51.0,7.0,0.647186147186
gini,51.0,8.0,0.651515151515
gini,51.0,9.0,0.636363636364
gini,51.0,10.0,0.658008658009
gini,52.0,1.0,0.638528138528
gini,52.0,2.0,0.65367965368
gini,52.0,3.0,0.649350649351
gini,52.0,4.0,0.651515151515
gini,52.0,5.0,0.636363636364
gini,52.0,6.0,0.660173160173
gini,52.0,7.0,0.647186147186
gini,52.0,8.0,0.642857142857
gini,52.0,9.0,0.651515151515
gini,52.0,10.0,0.65367965368
gini,53.0,1.0,0.647186147186
gini,53.0,2.0,0.649350649351
gini,53.0,3.0,0.647186147186
gini,53.0,4.0,0.65367965368
gini,53.0,5.0,0.640692640693
gini,53.0,6.0,0.634199134199
gini,53.0,7.0,0.647186147186
gini,53.0,8.0,0.660173160173
gini,53.0,9.0,0.645021645022
gini,53.0,10.0,0.666666666667
gini,54.0,1.0,0.636363636364
gini,54.0,2.0,0.65367965368
gini,54.0,3.0,0.655844155844
gini,54.0,4.0,0.664502164502
gini,54.0,5.0,0.647186147186
gini,54.0,6.0,0.664502164502
gini,54.0,7.0,0.666666666667
gini,54.0,8.0,0.647186147186
gini,54.0,9.0,0.636363636364
gini,54.0,10.0,0.645021645022
gini,55.0,1.0,0.634199134199
gini,55.0,2.0,0.651515151515
gini,55.0,3.0,0.638528138528
gini,55.0,4.0,0.664502164502
gini,55.0,5.0,0.642857142857
gini,55.0,6.0,0.675324675325
gini,55.0,7.0,0.636363636364
gini,55.0,8.0,0.651515151515
gini,55.0,9.0,0.642857142857
gini,55.0,10.0,0.632034632035
gini,56.0,1.0,0.640692640693
gini,56.0,2.0,0.651515151515
gini,56.0,3.0,0.645021645022
gini,56.0,4.0,0.647186147186
gini,56.0,5.0,0.655844155844
gini,56.0,6.0,0.658008658009
gini,56.0,7.0,0.666666666667
gini,56.0,8.0,0.649350649351
gini,56.0,9.0,0.666666666667
gini,56.0,10.0,0.65367965368
gini,57.0,1.0,0.645021645022
gini,57.0,2.0,0.647186147186
gini,57.0,3.0,0.660173160173
gini,57.0,4.0,0.655844155844
gini,57.0,5.0,0.668831168831
gini,57.0,6.0,0.636363636364
gini,57.0,7.0,0.664502164502
gini,57.0,8.0,0.645021645022
gini,57.0,9.0,0.642857142857
gini,57.0,10.0,0.62987012987
gini,58.0,1.0,0.65367965368
gini,58.0,2.0,0.638528138528
gini,58.0,3.0,0.640692640693
gini,58.0,4.0,0.642857142857
gini,58.0,5.0,0.677489177489
gini,58.0,6.0,0.647186147186
gini,58.0,7.0,0.651515151515
gini,58.0,8.0,0.655844155844
gini,58.0,9.0,0.658008658009
gini,58.0,10.0,0.651515151515
gini,59.0,1.0,0.65367965368
gini,59.0,2.0,0.651515151515
gini,59.0,3.0,0.664502164502
gini,59.0,4.0,0.642857142857
gini,59.0,5.0,0.647186147186
gini,59.0,6.0,0.658008658009
gini,59.0,7.0,0.636363636364
gini,59.0,8.0,0.65367965368
gini,59.0,9.0,0.65367965368
gini,59.0,10.0,0.664502164502
gini,60.0,1.0,0.658008658009
gini,60.0,2.0,0.647186147186
gini,60.0,3.0,0.645021645022
gini,60.0,4.0,0.647186147186
gini,60.0,5.0,0.658008658009
gini,60.0,6.0,0.651515151515
gini,60.0,7.0,0.651515151515
gini,60.0,8.0,0.638528138528
gini,60.0,9.0,0.649350649351
gini,60.0,10.0,0.651515151515
gini,61.0,1.0,0.62987012987
gini,61.0,2.0,0.634199134199
gini,61.0,3.0,0.679653679654
gini,61.0,4.0,0.668831168831
gini,61.0,5.0,0.655844155844
gini,61.0,6.0,0.649350649351
gini,61.0,7.0,0.651515151515
gini,61.0,8.0,0.651515151515
gini,61.0,9.0,0.642857142857
gini,61.0,10.0,0.634199134199
gini,62.0,1.0,0.636363636364
gini,62.0,2.0,0.655844155844
gini,62.0,3.0,0.655844155844
gini,62.0,4.0,0.668831168831
gini,62.0,5.0,0.662337662338
gini,62.0,6.0,0.677489177489
gini,62.0,7.0,0.649350649351
gini,62.0,8.0,0.65367965368
gini,62.0,9.0,0.651515151515
gini,62.0,10.0,0.655844155844
gini,63.0,1.0,0.640692640693
gini,63.0,2.0,0.658008658009
gini,63.0,3.0,0.662337662338
gini,63.0,4.0,0.651515151515
gini,63.0,5.0,0.658008658009
gini,63.0,6.0,0.662337662338
gini,63.0,7.0,0.65367965368
gini,63.0,8.0,0.658008658009
gini,63.0,9.0,0.647186147186
gini,63.0,10.0,0.647186147186
gini,64.0,1.0,0.65367965368
gini,64.0,2.0,0.645021645022
gini,64.0,3.0,0.647186147186
gini,64.0,4.0,0.651515151515
gini,64.0,5.0,0.668831168831
gini,64.0,6.0,0.642857142857
gini,64.0,7.0,0.649350649351
gini,64.0,8.0,0.642857142857
gini,64.0,9.0,0.666666666667
gini,64.0,10.0,0.65367965368
gini,65.0,1.0,0.645021645022
gini,65.0,2.0,0.65367965368
gini,65.0,3.0,0.651515151515
gini,65.0,4.0,0.642857142857
gini,65.0,5.0,0.670995670996
gini,65.0,6.0,0.647186147186
gini,65.0,7.0,0.627705627706
gini,65.0,8.0,0.651515151515
gini,65.0,9.0,0.65367965368
gini,65.0,10.0,0.65367965368
gini,66.0,1.0,0.632034632035
gini,66.0,2.0,0.642857142857
gini,66.0,3.0,0.649350649351
gini,66.0,4.0,0.658008658009
gini,66.0,5.0,0.645021645022
gini,66.0,6.0,0.655844155844
gini,66.0,7.0,0.632034632035
gini,66.0,8.0,0.640692640693
gini,66.0,9.0,0.638528138528
gini,66.0,10.0,0.640692640693
gini,67.0,1.0,0.647186147186
gini,67.0,2.0,0.668831168831
gini,67.0,3.0,0.655844155844
gini,67.0,4.0,0.655844155844
gini,67.0,5.0,0.634199134199
gini,67.0,6.0,0.645021645022
gini,67.0,7.0,0.65367965368
gini,67.0,8.0,0.642857142857
gini,67.0,9.0,0.649350649351
gini,67.0,10.0,0.662337662338
gini,68.0,1.0,0.632034632035
gini,68.0,2.0,0.660173160173
gini,68.0,3.0,0.649350649351
gini,68.0,4.0,0.651515151515
gini,68.0,5.0,0.660173160173
gini,68.0,6.0,0.666666666667
gini,68.0,7.0,0.675324675325
gini,68.0,8.0,0.645021645022
gini,68.0,9.0,0.660173160173
gini,68.0,10.0,0.642857142857
gini,69.0,1.0,0.651515151515
gini,69.0,2.0,0.651515151515
gini,69.0,3.0,0.655844155844
gini,69.0,4.0,0.65367965368
gini,69.0,5.0,0.65367965368
gini,69.0,6.0,0.677489177489
gini,69.0,7.0,0.651515151515
gini,69.0,8.0,0.642857142857
gini,69.0,9.0,0.651515151515
gini,69.0,10.0,0.638528138528
gini,70.0,1.0,0.627705627706
gini,70.0,2.0,0.636363636364
gini,70.0,3.0,0.655844155844
gini,70.0,4.0,0.67316017316
gini,70.0,5.0,0.647186147186
gini,70.0,6.0,0.660173160173
gini,70.0,7.0,0.664502164502
gini,70.0,8.0,0.660173160173
gini,70.0,9.0,0.655844155844
gini,70.0,10.0,0.649350649351
gini,71.0,1.0,0.649350649351
gini,71.0,2.0,0.651515151515
gini,71.0,3.0,0.660173160173
gini,71.0,4.0,0.67316017316
gini,71.0,5.0,0.662337662338
gini,71.0,6.0,0.649350649351
gini,71.0,7.0,0.660173160173
gini,71.0,8.0,0.660173160173
gini,71.0,9.0,0.638528138528
gini,71.0,10.0,0.65367965368
gini,72.0,1.0,0.636363636364
gini,72.0,2.0,0.647186147186
gini,72.0,3.0,0.664502164502
gini,72.0,4.0,0.655844155844
gini,72.0,5.0,0.645021645022
gini,72.0,6.0,0.647186147186
gini,72.0,7.0,0.645021645022
gini,72.0,8.0,0.638528138528
gini,72.0,9.0,0.651515151515
gini,72.0,10.0,0.647186147186
gini,73.0,1.0,0.651515151515
gini,73.0,2.0,0.660173160173
gini,73.0,3.0,0.649350649351
gini,73.0,4.0,0.67316017316
gini,73.0,5.0,0.642857142857
gini,73.0,6.0,0.658008658009
gini,73.0,7.0,0.666666666667
gini,73.0,8.0,0.647186147186
gini,73.0,9.0,0.647186147186
gini,73.0,10.0,0.675324675325
gini,74.0,1.0,0.647186147186
gini,74.0,2.0,0.645021645022
gini,74.0,3.0,0.660173160173
gini,74.0,4.0,0.666666666667
gini,74.0,5.0,0.660173160173
gini,74.0,6.0,0.649350649351
gini,74.0,7.0,0.638528138528
gini,74.0,8.0,0.655844155844
gini,74.0,9.0,0.647186147186
gini,74.0,10.0,0.651515151515
gini,75.0,1.0,0.658008658009
gini,75.0,2.0,0.647186147186
gini,75.0,3.0,0.660173160173
gini,75.0,4.0,0.645021645022
gini,75.0,5.0,0.662337662338
gini,75.0,6.0,0.640692640693
gini,75.0,7.0,0.649350649351
gini,75.0,8.0,0.640692640693
gini,75.0,9.0,0.660173160173
gini,75.0,10.0,0.651515151515
gini,76.0,1.0,0.640692640693
gini,76.0,2.0,0.640692640693
gini,76.0,3.0,0.664502164502
gini,76.0,4.0,0.655844155844
gini,76.0,5.0,0.660173160173
gini,76.0,6.0,0.645021645022
gini,76.0,7.0,0.649350649351
gini,76.0,8.0,0.640692640693
gini,76.0,9.0,0.645021645022
gini,76.0,10.0,0.640692640693
gini,77.0,1.0,0.640692640693
gini,77.0,2.0,0.668831168831
gini,77.0,3.0,0.642857142857
gini,77.0,4.0,0.649350649351
gini,77.0,5.0,0.662337662338
gini,77.0,6.0,0.638528138528
gini,77.0,7.0,0.651515151515
gini,77.0,8.0,0.65367965368
gini,77.0,9.0,0.647186147186
gini,77.0,10.0,0.65367965368
gini,78.0,1.0,0.645021645022
gini,78.0,2.0,0.65367965368
gini,78.0,3.0,0.660173160173
gini,78.0,4.0,0.65367965368
